row_number,Unnamed: 0_x,symbol,id,quarter,time,title,year,Unnamed: 0_y,name,speech,session
28,116,NTR.TO,NTR.TO_31324,1,2011-04-28 13:01:01,Earnings call Q1 2011,2011,7018,William Doyle,"[""David, as regards in India, there've been a number of statements by certain politicians within India that you've all read, and what I'd say is that these statements are just part of the negotiating process. It's important to remember that India has one of the worst N to K ratios of any major agricultural country in the world, and it has no indigenous potash production capability. You have to increase potash applications in India. The ratio of N to K is about 6:1 and if you think in the U.S. it’s 2:1. Most countries would tell you that they need to get to 3:1 so 6:1, you're just really going to have low yields with that type of ratio. So you have to put down more potash to improve yields within India, and it's going to be a very important issue if the country is going to avoid serious food inflation and the political problems, which would result from that outcome. And if you look at just where we are today, the Indian government supported subsidy prices at almost $100 a tonne below the market price. I know that certain Indian government officials do not believe that the market should apply to them. That's kind of like denying gravity. I mean, it's just a -- the market works and unfortunately, we have seen once again, certain people refer to cartelization of the potash industry and of course, this accusation is just ridiculous, not true and really not helpful in the negotiation process. We only hear these charges when the market is increasing. When the market declined in 2009, in 2010 there were no such charges. So you just have to take that with a little bit of, certainly a grain of salt. But the bottom line is we're partners with our Indian customers, and the important task of ensuring enough food is produced. We work very hard to try to be a reliable supplier for them. And I’d just say as, I said earlier, the price of potash over the long term simply has to reflect the cost. And if we don't do that, we're going to have more volatility and that certainly won't please our Indian customers, and that's certainly not anything that we want. So I'm very confident we'll have a new contract with our Indian friends. And whether that's done at the EFA meeting in Montréal here at the end of May or in June, it will be done, and I can tell you from our side, there's absolutely no pressure on us whatsoever. We're largely sold out for the second quarter, and we've got some shutdowns coming up in the third quarter. We've got some tie-ins. We're going to tie in the new head frame at Allan, and that's going to take us out a little bit in terms of production. So as I said before, you don't want to deny markets and supply/demand really does work, and so we just have to get on with it. And it's really the only country in the world that we see any more -- China's, that’s gone by the wayside. We don't have any emotional apart to the negotiating process. I think we'll all be well served when that goes by the wayside with India as well.""]",question_answer
29,116,NTR.TO,NTR.TO_31324,1,2011-04-28 13:01:01,Earnings call Q1 2011,2011,7019,Operator,['The next question comes from Lindsay Drucker Mann of Goldman Sachs.'],question_answer
30,116,NTR.TO,NTR.TO_31324,1,2011-04-28 13:01:01,Earnings call Q1 2011,2011,7020,Lindsay Mann,"[""I was hoping to dig a bit deeper into the offshore realized pricing in the quarter because it seems like with so much of your product in the quarter sold on spot markets and with some of the momentum we've seen, we're hoping for a bit better realized pricing. So maybe just talk about some of the dynamics specific to that and how we should think about the potential for sequential improvement on a realized basis as we get into second quarter.""]",question_answer
31,116,NTR.TO,NTR.TO_31324,1,2011-04-28 13:01:01,Earnings call Q1 2011,2011,7021,William Doyle,"[""I'll ask Stephen to comment on that, Lindsay.""]",question_answer
32,116,NTR.TO,NTR.TO_31324,1,2011-04-28 13:01:01,Earnings call Q1 2011,2011,7022,Stephen Dowdle,"[""Lindsay, in the offshore markets, to date, the prices, the realizations were really impacted by annual contracts China and India specifically in that they stood out from the spot markets. Going forward now, six-month contracts, one of the main advantages to a six-month contract is that they -- prices negotiated under six-month contracts can be more reflective of market conditions taking the emotions out of the negotiations and allowing market dynamics to come to be the main factor coming to resolution. So we do expect now going forward, that these strong market dynamics that we see will be reflected in the contracts, in the six-month contracts with China and India. That will certainly help the offshore realizations, and we expect the spot markets to continue the upward trend that we've been seeing as the very, very supportive commodity markets are driving these prices.""]",question_answer
33,116,NTR.TO,NTR.TO_31324,1,2011-04-28 13:01:01,Earnings call Q1 2011,2011,7023,Operator,['The next question comes from P.J. Juvekar of Citi.'],question_answer
34,116,NTR.TO,NTR.TO_31324,1,2011-04-28 13:01:01,Earnings call Q1 2011,2011,7024,P.J. Juvekar,"[""Just a quick question on the near term. Bill, are you concerned that the wet weather across the corn belt and the rest of the country, could that reduce spring application in North America? And was enough fertilizing done in fall that it won't impact any yields and what does it mean for inventories?""]",question_answer
35,116,NTR.TO,NTR.TO_31324,1,2011-04-28 13:01:01,Earnings call Q1 2011,2011,7025,William Doyle,"[""Okay, P.J., what I'd say is last year, we have planted very early, and the crop wasn't as good as people had thought it was going to be because you had tremendous humidity, hot nights during the growing season, which diminished the crop. Every year is different. I would say that most springs in the last 37 years that I've been focused on this business have been more like this one. Last year was an anomaly. They can plant awful fast. We're seeing -- it looks like we're going to get a little window opened up next week. But if you think that corn planting can be done about 5% a day, so if you think you get one good week, you plant 35% of the corn crop in the United States, they can move awfully quickly, and they got this tremendous equipment and capability to plant. So we think that there, as I said in my formal remarks, that they will plant every acre and fertilize it too because they don't want to miss the yield potential. We did have a good fall last year and open fogs, we had an early harvest so there were people that put product down last fall. We had spreading on frozen ground there a little bit during the winter time, but there's still a lot of work to do. So I think it's way too early to pull the panic plug on the spring season. We think we're still going to have a good spring season. Inventories, really no inventory build whatsoever. And I would say globally, it's just the product is going to the ground, and we haven't seen inventory replenishment yet.""]",question_answer
36,116,NTR.TO,NTR.TO_31324,1,2011-04-28 13:01:01,Earnings call Q1 2011,2011,7026,Operator,"['The next question comes from Horst Hueniken of Stifel, Nicolaus.']",question_answer
37,116,NTR.TO,NTR.TO_31324,1,2011-04-28 13:01:01,Earnings call Q1 2011,2011,7027,Horst Hueniken,"['Bill, I read that India has raised its benchmark price for potash this morning from $390 per metric tonne to $420. Are you surprised by this move and would you interpret this as a sign of India softening its negotiating stance?']",question_answer
38,116,NTR.TO,NTR.TO_31324,1,2011-04-28 13:01:01,Earnings call Q1 2011,2011,7028,William Doyle,"[""I wasn't surprised about it because we'd already heard about it. They need to move. They know they need to move. They're moving in the right direction. They're not there yet, but I also saw some comments from our good customer Mr. Wasti [ph] at EFBO [ph] yesterday, which is the largest customer, great phosphate and potash customer of ours. And he talked about a price of $450, and that's positive movement in the right direction. And we leave it up to Canpotex to negotiate the price. But it's common, and we all know that these comments that are made, and as I said earlier, I hope this is the last time that we have to go through this, and we're going to see our friends at the EFA meeting in May, and I'm going to suggest that hopefully next time we can keep everybody's blood pressure a little lower on the Indian side because it really is not helpful. But we're going to get there. And I'm very confident India is going to be a major customer. The problem is that they waited so long that the tonnage is there from I think once they do conclude, I think they're going to be surprised to see that it's going to take a while to get the tonnage to them. So it didn't surprise me to answer your question.""]",question_answer
39,116,NTR.TO,NTR.TO_31324,1,2011-04-28 13:01:01,Earnings call Q1 2011,2011,7029,Operator,['The next question is from Elaine Yip of Credit Suisse.'],question_answer
40,116,NTR.TO,NTR.TO_31324,1,2011-04-28 13:01:01,Earnings call Q1 2011,2011,7030,Elaine Yip,"[""In the Nitrogen business, your volumes looked pretty good in the quarter despite some of the natural gas issues that we've been hearing about in Trinidad. Can you comment on whether or not that has impacted your business?""]",question_answer
41,116,NTR.TO,NTR.TO_31324,1,2011-04-28 13:01:01,Earnings call Q1 2011,2011,7031,William Doyle,"[""I'm going to ask, Elaine -- I'm going to ask Brent Heimann to talk about Trinidad gas situation. Brent?""]",question_answer
42,116,NTR.TO,NTR.TO_31324,1,2011-04-28 13:01:01,Earnings call Q1 2011,2011,7032,Brent Heimann,"[""Elaine, during the first quarter, we had some curtailments in Trinidad that impacted us by about 22,000 metric tonnes of ammonia. And there was a offshore platform that was under maintenance and a second one that had unplanned maintenance. Both those platforms have been put back in service. Additionally, there's some new gas coming on in Trinidad. So we think those problems will be behind us in May going forward.""]",question_answer
43,116,NTR.TO,NTR.TO_31324,1,2011-04-28 13:01:01,Earnings call Q1 2011,2011,7033,Operator,['The next question comes from Charles Neivert of Dahlman Rose.'],question_answer
44,116,NTR.TO,NTR.TO_31324,1,2011-04-28 13:01:01,Earnings call Q1 2011,2011,7034,Charles Neivert,"['Just a quick question on the Mosaic situation. Has there been any resolution? Or is it moving closer? Do you have any idea when the timing of the change in, I guess, ownership of the tonnage will take place or is that -- any resolution there?']",question_answer
45,116,NTR.TO,NTR.TO_31324,1,2011-04-28 13:01:01,Earnings call Q1 2011,2011,7035,William Doyle,"[""Charlie, there's no resolution. It is before the courts, and I just leave it that way.""]",question_answer
46,116,NTR.TO,NTR.TO_31324,1,2011-04-28 13:01:01,Earnings call Q1 2011,2011,7036,Operator,['The next question comes from Don Carson of Susquehanna Financial Group.'],question_answer
47,116,NTR.TO,NTR.TO_31324,1,2011-04-28 13:01:01,Earnings call Q1 2011,2011,7037,Donald Carson,"[""Bill, question on provincial resource tax. Obviously, you're getting a nice benefit from your tax shield on your expansionary capital expenditures and only paying what, $12 a tonne? If you weren't getting that tax shield, what would that number be? And I understand you got an election coming up in Saskatchewan. The NDP's been making some noises about the PRT. Any prospect for either an increase in the level of the PRT or in perhaps raising the cap on which the profit's component of that tax is applied?""]",question_answer
